Id,Total Bsmt SF,1st Flr SF,Gr Liv Area,Garage Area
1968,1800.0,1800,1800,0.0
1766,1389.0,1411,2582,758.0
268,1649.0,1661,1661,598.0
729,1324.0,1072,1576,528.0
902,672.0,960,960,288.0
993,926.0,926,1604,470.0
766,683.0,904,904,0.0
903,684.0,684,1196,528.0
1221,270.0,729,729,0.0
1719,1362.0,1362,1362,460.0
1521,940.0,1024,1964,0.0
2707,0.0,1296,1296,516.0
987,624.0,624,1287,440.0
2558,504.0,936,1252,576.0
1778,1905.0,1905,1905,788.0
2601,1120.0,1130,1130,720.0
74,831.0,831,1659,484.0
2190,894.0,894,894,400.0
701,600.0,1101,1701,0.0
2556,440.0,869,869,0.0
2293,923.0,1008,1008,678.0
787,0.0,1733,1733,452.0
595,1568.0,1568,1568,440.0
66,2033.0,2053,3238,666.0
846,928.0,928,1772,492.0
594,864.0,864,864,312.0
792,747.0,892,1639,240.0
1200,1142.0,1175,2715,831.0
768,585.0,687,1112,226.0
174,1347.0,1347,1347,551.0
1889,964.0,964,964,784.0
1023,1330.0,1542,2872,619.0
363,1158.0,1167,1167,400.0
1401,1524.0,1524,1524,478.0
1978,936.0,936,936,672.0
2097,1264.0,1282,2696,792.0
2840,954.0,1482,1482,609.0
862,768.0,768,768,396.0
507,1468.0,1468,1468,898.0
1262,912.0,1044,1044,372.0
1228,1036.0,1036,1036,312.0
1288,680.0,680,1360,330.0
1243,1392.0,1392,1392,458.0
1850,975.0,975,1950,576.0
1589,1344.0,1344,1344,784.0
1658,1484.0,1484,1484,487.0
446,1760.0,1760,1760,583.0
1097,1037.0,1037,2322,400.0
2329,1742.0,1742,1742,564.0
1909,768.0,968,1376,240.0
2608,1024.0,1086,1086,484.0
656,660.0,808,1656,180.0
1690,2108.0,2122,2122,938.0
2853,1008.0,1008,1522,0.0
2229,1696.0,1696,1696,625.0
1127,1034.0,1050,2078,836.0
2606,796.0,1096,1466,566.0
1268,876.0,876,876,576.0
2809,851.0,851,1737,578.0
529,1652.0,1662,1662,711.0
476,1010.0,1010,2267,390.0
2566,1584.0,1584,1584,506.0
1902,0.0,334,334,0.0
1547,796.0,796,796,0.0
1185,952.0,952,1812,469.0
2372,525.0,525,1092,264.0
2282,1632.0,1632,1632,576.0
910,824.0,1687,3082,672.0
1128,813.0,822,1665,562.0
1659,702.0,1041,1743,539.0
1852,1054.0,1072,2048,552.0
456,1314.0,1314,1314,626.0
2410,1405.0,1405,1405,478.0
1296,931.0,1027,1027,0.0
2682,741.0,741,1324,180.0
237,663.0,1074,1074,467.0
1666,925.0,1422,1422,576.0
2666,1200.0,1200,1200,312.0
662,560.0,930,1690,624.0
2490,506.0,1212,1212,492.0
672,1105.0,1105,1105,308.0
2915,546.0,546,1092,253.0
452,1358.0,1358,1358,484.0
321,967.0,993,1908,431.0
2124,794.0,882,1796,546.0
1278,1800.0,1800,1800,0.0
914,976.0,1160,1608,216.0
579,1281.0,1620,1620,490.0
1418,616.0,616,1111,200.0
1166,744.0,757,1501,440.0
1797,725.0,725,1588,561.0
2568,1235.0,1235,1235,480.0
2075,409.0,1325,1325,576.0
2445,1160.0,1205,2234,768.0
229,1306.0,1306,2260,533.0
1663,372.0,576,1109,288.0
2727,1000.0,1000,1000,575.0
2226,516.0,529,1045,462.0
130,858.0,858,858,0.0
1675,1405.0,1337,1337,522.0
2038,808.0,838,1315,436.0
2416,1326.0,1326,1326,427.0
2507,600.0,520,1200,480.0
269,848.0,848,848,420.0
981,796.0,796,796,336.0
2296,716.0,716,1432,531.0
940,672.0,672,1344,468.0
475,716.0,716,1432,432.0
2404,1364.0,1364,1364,484.0
2491,984.0,984,984,310.0
601,864.0,864,864,308.0
1640,1612.0,1612,1612,556.0
2926,1003.0,1003,1003,588.0
653,1200.0,1200,1200,246.0
2406,1368.0,1368,1368,474.0
2701,0.0,1640,1640,394.0
1472,1838.0,1838,1838,721.0
417,855.0,855,1456,440.0
2664,684.0,684,1368,216.0
283,735.0,798,1487,220.0
302,796.0,796,1154,240.0
2053,980.0,1020,1020,528.0
2662,540.0,889,1440,352.0
99,600.0,600,1236,480.0
2674,1004.0,1004,1664,420.0
1218,1100.0,1100,1100,312.0
2547,1008.0,1488,1488,430.0
197,835.0,955,1453,240.0
2091,910.0,1442,1442,719.0
87,882.0,900,900,280.0
690,1045.0,1045,1045,264.0
2364,1487.0,1419,1419,543.0
2050,1420.0,1452,1452,572.0
769,520.0,1464,1464,480.0
348,1746.0,1746,1746,758.0
200,928.0,928,1536,480.0
2759,1734.0,1734,1734,660.0
1700,1976.0,1976,1976,908.0
876,1212.0,1212,1212,573.0
2536,1052.0,1052,1052,288.0
1821,1057.0,1057,1057,576.0
2743,1000.0,1068,1609,305.0
1329,672.0,1195,1668,252.0
1451,924.0,924,924,280.0
936,561.0,561,1229,462.0
1948,882.0,882,882,0.0
1839,1352.0,1352,1352,466.0
2057,948.0,948,948,300.0
558,864.0,864,864,440.0
2731,430.0,880,1700,450.0
791,1276.0,1276,1276,350.0
1421,1602.0,1626,1626,534.0
2881,480.0,480,480,308.0
2820,976.0,1012,1012,0.0
1609,864.0,889,889,484.0
1495,1029.0,1117,1117,542.0
2388,1117.0,1132,2452,691.0
938,1803.0,2365,2365,551.0
1194,912.0,912,912,576.0
2429,1520.0,1567,1567,648.0
1937,384.0,1360,1360,572.0
1847,756.0,769,1525,440.0
1550,780.0,780,1200,0.0
2705,1073.0,1073,1073,246.0
2713,1051.0,1159,1159,336.0
1938,1190.0,1040,1540,352.0
1819,894.0,894,894,308.0
23,814.0,814,1674,663.0
2289,546.0,546,1092,286.0
1156,1430.0,1430,1430,484.0
2717,960.0,1040,1040,616.0
2101,1494.0,1494,1494,840.0
1377,981.0,1075,1075,440.0
1381,992.0,992,992,294.0
2502,1338.0,1352,2520,796.0
2609,1083.0,1146,1146,294.0
505,1629.0,1686,2448,711.0
1126,1026.0,1026,1958,936.0
2914,630.0,630,630,0.0
393,896.0,896,1792,0.0
2405,1560.0,1565,1565,556.0
67,1595.0,1595,1595,880.0
2227,1680.0,1680,1680,628.0
669,1040.0,1040,1040,480.0
1772,1318.0,1328,2531,752.0
1775,1325.0,1335,2538,933.0
403,483.0,483,987,264.0
2792,840.0,840,1755,530.0
1247,1152.0,1152,1152,636.0
384,926.0,1016,1884,581.0
91,750.0,1061,1923,564.0
863,1569.0,1611,1611,1231.0
1857,1437.0,1437,1437,528.0
1870,1148.0,1091,2075,473.0
2318,1670.0,1670,1670,690.0
2100,2140.0,2140,2140,894.0
1213,1219.0,1265,1265,502.0
2046,1598.0,1636,3086,0.0
710,600.0,600,968,0.0
2268,1267.0,1312,1312,471.0
816,1168.0,1168,2787,820.0
1616,847.0,847,1733,433.0
2233,720.0,720,1215,720.0
439,1739.0,1743,1743,927.0
260,1026.0,1026,1026,308.0
2523,1842.0,1842,1842,894.0
627,768.0,1186,1986,486.0
251,1187.0,1208,1208,632.0
2163,1422.0,1422,1422,626.0
2819,836.0,1220,1220,396.0
1025,1126.0,1126,1126,540.0
2592,1015.0,1384,1384,896.0
1491,1127.0,1127,1127,480.0
2742,994.0,1216,1855,325.0
2497,912.0,1236,1236,288.0
495,1252.0,1268,2365,856.0
2528,1054.0,1512,2654,619.0
1033,1236.0,1236,2340,787.0
764,1200.0,1200,1200,0.0
1165,689.0,703,1392,540.0
2037,1138.0,1138,2180,720.0
113,1610.0,1610,1610,480.0
1572,1277.0,1501,1501,512.0
2052,1029.0,1029,1029,261.0
2702,1062.0,1352,1352,288.0
1981,808.0,1072,1072,379.0
2335,1850.0,1850,2698,736.0
563,912.0,912,912,252.0
1502,0.0,1152,1152,0.0
1310,624.0,730,1450,288.0
2598,1073.0,1073,1073,326.0
2715,1176.0,1458,1458,512.0
1810,1461.0,1486,1486,566.0
778,552.0,904,1774,384.0
339,864.0,864,1479,275.0
2460,1504.0,1504,1504,510.0
320,817.0,824,1894,510.0
2461,1278.0,1278,1278,584.0
2449,1141.0,1165,2263,420.0
817,1168.0,1168,2787,820.0
1096,707.0,707,1414,403.0
1893,1302.0,1302,1302,309.0
479,408.0,779,1419,527.0
1657,1625.0,1220,1220,944.0
937,572.0,1182,1982,501.0
879,848.0,848,848,420.0
945,1596.0,1648,1648,482.0
1010,1337.0,1337,1337,462.0
2861,901.0,1125,1717,410.0
1245,1104.0,1104,1104,384.0
854,907.0,907,907,343.0
1437,782.0,782,1652,532.0
586,932.0,1271,2640,515.0
1947,735.0,735,1034,240.0
815,0.0,1513,1513,400.0
831,1498.0,1498,1498,844.0
1919,1053.0,1053,1053,692.0
2306,1178.0,1293,1293,452.0
430,2020.0,2020,2020,896.0
2618,1438.0,1900,2448,441.0
245,741.0,977,1732,476.0
462,1324.0,1324,1324,550.0
182,678.0,832,832,780.0
1625,1237.0,1253,1253,402.0
2381,1249.0,1249,2596,840.0
1827,876.0,902,902,288.0
1580,1495.0,1495,1495,438.0
1803,1574.0,1584,1584,594.0
1132,1080.0,1080,1080,0.0
1941,1105.0,1647,1647,280.0
1742,1258.0,1258,1258,648.0
2026,698.0,698,1396,384.0
2245,837.0,1001,1001,216.0
1691,2121.0,2121,2121,732.0
725,972.0,1044,1480,207.0
1787,1588.0,1588,1588,825.0
1216,1053.0,1053,1053,312.0
2654,492.0,492,492,200.0
2310,1851.0,1851,1851,506.0
761,698.0,754,1403,308.0
1884,588.0,1138,1138,264.0
449,2452.0,2452,2452,886.0
856,1040.0,1040,1040,484.0
11,763.0,763,1655,440.0
389,1116.0,1116,1116,528.0
2415,879.0,879,1863,660.0
77,1055.0,1055,1845,462.0
1238,1176.0,1176,1176,292.0
223,864.0,892,892,416.0
723,1022.0,1022,1022,280.0
2562,2136.0,2136,2136,528.0
995,926.0,926,1604,472.0
287,806.0,841,1647,216.0
1152,864.0,864,864,420.0
1449,1076.0,1076,1076,576.0
1330,742.0,779,935,308.0
1134,835.0,835,1663,478.0
706,768.0,768,1328,308.0
1617,806.0,806,1572,373.0
1339,739.0,874,1342,240.0
1664,981.0,981,981,576.0
1433,1099.0,1099,1099,352.0
75,948.0,1222,2110,463.0
2255,970.0,1026,1026,528.0
1170,1419.0,1419,1419,588.0
45,2330.0,2364,2364,820.0
836,1040.0,1040,1040,576.0
8,1280.0,1280,1280,506.0
1704,1143.0,1143,2473,852.0
2068,680.0,798,1302,224.0
1488,1092.0,1092,1092,264.0
1391,988.0,1188,1188,621.0
2633,1045.0,1045,1045,528.0
1872,1093.0,1093,1093,484.0
1138,798.0,798,1640,520.0
1899,0.0,1224,1224,462.0
915,560.0,575,1135,576.0
660,1054.0,1078,1078,264.0
2004,0.0,968,968,331.0
443,1462.0,1462,2224,738.0
2627,0.0,1040,1040,400.0
1438,873.0,882,1790,588.0
1525,588.0,1423,2555,672.0
2644,813.0,813,813,270.0
866,1299.0,1299,1872,531.0
620,1050.0,1050,1050,338.0
2451,1733.0,1933,3500,959.0
2186,864.0,948,948,248.0
2025,750.0,960,1316,576.0
1916,1021.0,1465,2380,596.0
1542,1296.0,1640,1640,924.0
1163,600.0,600,1200,480.0
205,662.0,662,1324,180.0
2261,1546.0,1564,1564,502.0
423,1926.0,1966,3140,820.0
2687,1595.0,1611,2486,576.0
1436,864.0,872,1771,600.0
444,1836.0,1836,1836,862.0
1067,1603.0,1575,1575,732.0
2290,630.0,630,630,0.0
168,1395.0,1395,1395,440.0
2643,502.0,502,1004,200.0
2802,1860.0,1836,1836,484.0
1224,1296.0,1496,1496,450.0
1382,894.0,894,894,450.0
853,1040.0,1040,1040,0.0
2237,859.0,942,1828,473.6717073170732
2585,1008.0,1008,1008,280.0
2193,864.0,864,864,528.0
2262,1476.0,1484,1484,472.0
1528,768.0,790,790,160.0
370,1122.0,946,1934,567.0
2629,1150.0,1150,1150,300.0
1703,1582.0,1582,2152,728.0
793,672.0,672,672,234.0
1429,1401.0,1511,1511,811.0
648,793.0,793,793,240.0
279,1008.0,1096,1096,352.0
1705,918.0,958,2100,786.0
1257,913.0,1048,1558,288.0
2894,1632.0,1650,1650,518.0
1062,948.0,948,2088,656.0
1729,768.0,768,1536,400.0
1925,1331.0,1721,1721,464.0
415,804.0,804,1548,440.0
78,918.0,918,918,264.0
428,1365.0,1365,2690,864.0
1756,953.0,953,1647,460.0
1280,825.0,825,825,350.0
1928,1657.0,1657,1657,484.0
2671,788.0,788,788,0.0
2501,1334.0,1520,2826,888.0
225,864.0,864,864,280.0
2317,1392.0,1392,2462,576.0
160,1063.0,1287,1287,576.0
100,1470.0,1478,1478,484.0
482,698.0,698,1342,393.0
177,788.0,804,804,240.0
1971,864.0,876,1812,264.0
484,952.0,980,2256,554.0
1561,1596.0,1648,1648,525.0
992,952.0,1092,2112,576.0
73,956.0,956,2084,618.0
2646,1032.0,1032,1032,280.0
994,680.0,680,1470,420.0
2138,1040.0,1040,1040,748.0
2013,884.0,884,884,240.0
2126,1097.0,1097,1097,242.0
898,864.0,864,864,0.0
1048,855.0,855,1456,460.0
2676,816.0,816,1176,528.0
2498,912.0,941,941,288.0
1560,1600.0,1652,1652,482.0
296,1152.0,1188,2340,252.0
354,384.0,751,1382,396.0
970,1008.0,1008,1008,384.0
884,608.0,608,1396,440.0
1894,845.0,845,2154,539.0
450,1082.0,1105,2400,730.0
2031,1040.0,1226,1818,240.0
949,1710.0,1710,1710,550.0
1907,1078.0,1150,1150,288.0
1906,816.0,1127,1977,540.0
549,1332.0,1332,1332,542.0
243,1250.0,1298,1298,504.0
1697,1935.0,1973,1973,895.0
2365,525.0,525,1092,440.0
310,1049.0,1036,1916,741.0
1961,864.0,1238,1238,357.0
849,944.0,944,1840,622.0
2018,939.0,939,1513,180.0
1328,1008.0,1143,1143,288.0
801,520.0,1338,1338,576.0
400,864.0,864,864,463.0
1650,808.0,1161,1969,534.0
1084,1266.0,1266,1266,388.0
1522,612.0,990,2601,621.0
2496,912.0,912,912,0.0
220,1392.0,1392,1392,528.0
1254,1824.0,1824,1824,484.0
1443,928.0,928,1823,626.0
2885,1594.0,1646,1646,525.0
2920,546.0,546,1092,0.0
1197,1728.0,1728,1728,576.0
848,1573.0,1573,1573,544.0
926,920.0,1240,2480,400.0
2158,1341.0,1341,1341,482.0
1555,173.0,825,1361,185.0
278,744.0,792,1120,480.0
2522,1226.0,1226,1226,484.0
434,1734.0,1734,2822,1020.0
2683,1103.0,1103,1103,440.0
2173,1179.0,1179,1179,622.0
894,698.0,698,698,0.0
1066,998.0,1006,2046,871.0
1261,858.0,858,1716,490.0
537,835.0,871,1812,478.0
2301,1090.0,1178,1178,502.0
2854,818.0,818,1636,288.0
2649,576.0,864,864,528.0
2776,1588.0,1588,1588,472.0
2403,1420.0,1426,1914,746.0
2355,675.0,1109,1875,485.0
1983,649.0,679,1183,308.0
547,816.0,833,1730,528.0
1842,625.0,625,1250,528.0
2748,868.0,1313,2559,506.0
2425,1365.0,1548,1548,388.0
2837,658.0,658,1184,0.0
2456,1670.0,1670,1670,928.0
2114,1157.0,1180,2062,454.0
1890,894.0,894,894,312.0
621,856.0,1112,1668,271.0
1427,1751.0,1766,1766,874.0
1728,768.0,768,1496,572.0
2472,1400.0,1400,1400,612.0
610,744.0,825,2140,549.0
1950,656.0,968,968,216.0
94,1488.0,1488,1488,506.0
1745,1266.0,1266,1266,388.0
744,715.0,875,875,180.0
1859,528.0,1094,1855,512.0
2343,1208.0,1621,1621,440.0
1713,1614.0,1614,1614,878.0
1816,630.0,630,1266,283.0
2390,1030.0,1038,2098,878.0
364,978.0,1005,1983,490.0
684,528.0,1183,1183,288.0
32,525.0,525,1092,264.0
1698,2153.0,2069,2643,694.0
1129,1660.0,1660,1660,660.0
165,900.0,900,900,576.0
935,561.0,561,1229,462.0
1802,874.0,874,1761,578.0
250,1694.0,1694,1694,776.0
2668,624.0,624,1248,0.0
236,458.0,835,835,366.0
2117,1580.0,1079,1953,501.0
2029,592.0,933,1173,240.0
636,1215.0,1215,1215,297.0
1155,912.0,912,912,288.0
739,884.0,904,904,180.0
1608,983.0,983,1750,423.0
1087,839.0,864,1593,398.0
1774,1105.0,1105,2202,517.0
2816,1310.0,1310,1310,400.0
2194,948.0,948,948,280.0
523,1372.0,1448,1448,692.0
2767,1533.0,1533,1533,576.0
1837,1511.0,1565,1565,476.0
2284,1040.0,1060,1060,572.0
1434,990.0,990,990,672.0
2794,1753.0,1787,1787,748.0
2625,0.0,1040,1040,400.0
794,1089.0,1089,1089,252.0
708,861.0,861,861,288.0
286,1107.0,1296,1296,260.0
62,1720.0,1720,1720,527.0
1647,725.0,725,1479,484.0
2054,1040.0,1040,1040,264.0
1102,1519.0,1533,2172,687.0
654,972.0,972,972,240.0
1089,728.0,728,1456,400.0
604,1048.0,1728,1728,576.0
2838,784.0,949,1221,392.0
2777,842.0,856,1749,515.0
1723,1577.0,1577,1577,564.0
349,384.0,804,1474,400.0
2313,781.0,781,1671,423.0
2279,0.0,2034,2034,1041.0
1346,989.0,1245,2009,400.0
2770,1100.0,1100,1100,462.0
2923,1728.0,1728,1728,560.0
1619,916.0,916,1600,460.0
2178,1125.0,1125,1125,430.0
1160,1391.0,1391,1391,530.0
1755,854.0,864,1995,435.0
2412,728.0,728,1456,390.0
889,690.0,698,1426,440.0
2181,5095.0,5095,5095,1154.0
1186,1304.0,1682,1682,530.0
1613,1277.0,1277,1277,526.0
411,855.0,855,1456,440.0
810,0.0,1114,2228,720.0
548,626.0,626,1217,288.0
2179,1090.0,1090,1090,450.0
2746,810.0,1002,1456,280.0
1486,796.0,796,796,0.0
2168,1214.0,1214,1214,461.0
2061,955.0,955,955,386.0
1131,864.0,864,1728,673.0
2738,1836.0,1836,3672,836.0
929,1561.0,1561,1561,463.0
362,702.0,702,1481,343.0
652,699.0,801,1527,410.0
1466,798.0,798,1640,595.0
2087,1080.0,1080,1480,253.0
1442,963.0,963,1792,564.0
2744,980.0,1148,1148,308.0
1511,816.0,872,1393,300.0
2175,960.0,1044,1044,528.0
1236,1144.0,1144,1144,336.0
2448,1086.0,1086,1924,592.0
60,1393.0,1422,2599,779.0
346,1008.0,1008,2283,632.0
678,795.0,765,1133,900.0
2481,1398.0,1398,1398,542.0
2729,782.0,810,810,576.0
453,1306.0,1306,1306,624.0
2234,720.0,803,803,360.0
2007,910.0,910,1435,308.0
20,1542.0,2073,2073,500.0
2217,854.0,1096,1991,432.0
232,1067.0,1067,1067,436.0
1982,680.0,680,1174,576.0
1570,1680.0,1689,1689,432.0
195,608.0,608,1132,240.0
2307,1008.0,1024,1024,313.0
504,1173.0,1215,2232,623.0
1644,1440.0,1440,1440,467.0
939,880.0,1680,1680,540.0
1591,1092.0,1092,1092,0.0
2001,1559.0,1559,1559,812.0
2379,1980.0,1980,1980,770.0
1100,1470.0,1470,2630,696.0
1118,1341.0,1341,1861,851.0
1593,1200.0,1200,1200,850.0
2338,0.0,1547,2320,672.0
458,2200.0,2200,2200,685.0
1454,1777.0,1795,1795,534.0
641,1297.0,1297,1297,498.0
644,608.0,1319,1319,270.0
840,1463.0,1463,1463,539.0
1307,1470.0,1675,3493,870.0
1809,1094.0,1094,1094,576.0
56,860.0,860,1960,440.0
1905,808.0,808,808,308.0
2060,943.0,943,943,528.0
1085,1146.0,1246,1246,428.0
305,698.0,698,1128,528.0
671,951.0,951,951,480.0
833,1518.0,1644,1644,569.0
2891,1907.0,1959,1959,766.0
486,992.0,1022,2054,390.0
334,864.0,874,874,352.0
1804,1685.0,1685,1685,658.0
2690,693.0,693,693,0.0
299,982.0,1034,1034,598.0
466,745.0,745,1490,392.0
440,1713.0,1713,1713,856.0
378,1372.0,1472,1472,588.0
513,1113.0,1113,1971,689.0
1597,526.0,526,988,297.0
613,1208.0,1576,1576,368.0
2798,1065.0,1065,2049,467.0
239,756.0,1169,1531,209.0
1080,1358.0,1358,1358,484.0
375,832.0,1154,2050,529.0
1638,2660.0,2338,2338,1110.0
2593,2171.0,1392,2640,1008.0
623,1584.0,1584,1584,792.0
964,712.0,1375,2237,440.0
917,861.0,877,1477,216.0
122,1510.0,1510,1510,517.0
2443,1396.0,1407,2392,870.0
1354,810.0,1170,1716,672.0
2058,768.0,868,868,576.0
2326,935.0,955,1632,462.0
1222,991.0,1077,1077,205.0
1251,773.0,773,773,240.0
65,1195.0,1195,1839,486.0
498,1284.0,1310,2450,1069.0
749,728.0,1136,2019,532.0
1782,1623.0,1636,1636,865.0
477,384.0,744,1374,400.0
2826,547.0,1072,1072,525.0
1601,630.0,630,630,0.0
990,1184.0,1414,1414,601.0
1791,1686.0,1694,1694,636.0
2131,845.0,845,1690,517.0
371,845.0,1153,2353,484.0
2377,1055.0,1055,1055,319.0
1832,1044.0,1055,1055,542.0
561,864.0,1144,1144,264.0
1063,1148.0,1170,2332,756.0
325,912.0,912,1824,0.0
1577,352.0,712,1442,400.0
2851,747.0,892,1784,180.0
1410,1127.0,1236,2108,540.0
691,894.0,894,894,308.0
2691,596.0,834,1430,370.0
2780,936.0,936,1776,474.0
374,1602.0,1602,1602,529.0
1995,926.0,991,1650,468.0
602,864.0,864,864,300.0
1422,812.0,1101,2200,453.0
1056,1710.0,1710,1710,866.0
1151,912.0,912,912,352.0
1843,744.0,757,1501,440.0
2595,617.0,865,1310,398.0
1041,483.0,483,987,264.0
980,546.0,546,1092,286.0
1871,1680.0,1680,1680,528.0
2363,864.0,874,874,576.0
2880,0.0,729,729,0.0
1217,1252.0,1252,1252,528.0
1715,1298.0,1298,1828,876.0
112,1280.0,1280,2495,660.0
454,1306.0,1306,1306,624.0
2253,1454.0,1478,1478,506.0
560,912.0,912,912,300.0
303,480.0,540,540,200.0
1004,926.0,926,1604,470.0
2167,768.0,768,1536,400.0
2440,959.0,959,1671,472.0
2810,784.0,784,1611,572.0
2872,1844.0,1844,1844,540.0
1072,1367.0,1367,1367,484.0
1654,539.0,1040,1725,550.0
2394,1054.0,1054,2389,672.0
2212,851.0,867,1718,264.0
2628,1556.0,1556,1556,0.0
2526,1568.0,2156,2156,508.0
969,1978.0,1978,1978,920.0
306,859.0,859,1178,384.0
25,1078.0,1078,1078,500.0
311,1243.0,1285,1285,473.0
300,1191.0,1191,1191,531.0
2775,1479.0,1494,1494,576.0
2862,700.0,1180,1180,252.0
525,900.0,909,1795,782.0
2730,864.0,894,894,440.0
1892,1042.0,1042,1042,440.0
2288,546.0,546,1092,0.0
2728,1304.0,1304,2287,667.0
1065,1572.0,1572,2668,726.0
2842,864.0,964,1414,0.0
2011,600.0,608,1232,217.0
1140,754.0,754,1609,525.0
1051,1932.0,1932,1932,774.0
1587,1884.0,1728,1728,520.0
785,861.0,861,861,539.0
916,896.0,1172,1913,342.0
639,1200.0,1200,1200,294.0
10,994.0,1028,1804,442.0
